Wavelength	Smoothed_1	Smoothed_2	Smoothed_3	Smoothed_4	Smoothed_5	Smoothed_6	Smoothed_7	Smoothed_8	Smoothed_9	Smoothed_10	Smoothed_11	Smoothed_12	Smoothed_13	Smoothed_14	Smoothed_15	Smoothed_16	Smoothed_17	Smoothed_18	Smoothed_19	Smoothed_20	Smoothed_21	Smoothed_22	Smoothed_23	Smoothed_24	Smoothed_25	Smoothed_26	Smoothed_27	Smoothed_28	Smoothed_29	Smoothed_30
652.000000	863.801166	868.352681	868.480886	895.009790	878.950816	861.613520	875.416317	876.847552	860.204662	869.555711	863.438228	880.502098	881.065967	891.629837	903.848485	868.332168	869.223776	876.646387	841.970163	858.178788	870.775524	853.473193	893.130536	884.031702	862.167133	873.224009	869.868531	878.842657	867.981352	853.205828
653.000000	884.658275	910.021445	899.007925	912.212587	919.339394	894.921212	904.364336	895.204895	885.201166	897.212587	897.909324	911.641725	919.631469	914.024709	924.847552	900.797436	892.067832	910.030070	874.592075	889.570396	899.289744	888.166434	923.910956	902.945221	884.524476	893.668298	889.586014	909.660140	896.600932	891.462704
654.000000	923.847086	962.027506	935.991142	942.618182	953.327506	936.736830	935.338228	925.218182	923.395804	928.072494	938.455944	943.362471	949.954312	944.076690	945.260839	931.815385	917.164103	940.203963	917.314685	923.072261	938.938462	933.890210	952.233333	924.029138	907.838228	923.809790	926.277622	943.744522	930.986713	933.346387
655.000000	971.581818	1016.277622	979.606061	977.778788	998.382517	990.298834	975.934266	965.208625	976.474825	966.294639	977.380420	977.928438	985.325641	973.313986	969.286946	972.678555	949.394172	977.389277	971.164802	964.696737	967.397436	981.855478	988.369464	954.685548	947.949417	968.963869	969.458741	986.486946	977.134732	978.779487
656.000000	1026.386014	1087.852681	1031.265501	1022.791608	1043.700932	1042.747319	1032.240559	1015.982984	1034.668765	1002.813986	1024.975991	1021.058741	1029.637529	1022.345455	999.774825	1016.541958	997.103497	1013.697436	1035.664569	1012.904895	1002.941026	1027.949184	1031.050583	992.700699	1000.080420	1020.430769	1021.787646	1036.075291	1026.595338	1029.187179
657.000000	1079.033566	1138.967366	1088.375991	1070.527506	1106.980886	1096.315152	1089.969697	1070.406760	1098.709324	1060.671562	1072.160606	1068.810256	1082.178788	1073.193240	1055.811422	1068.949883	1046.597669	1060.403263	1091.610023	1057.197203	1054.573193	1084.385315	1078.279487	1051.583217	1053.398601	1067.403963	1068.737063	1089.230769	1074.884848	1094.063403
658.000000	1128.370862	1186.940093	1149.880420	1132.423077	1165.304196	1149.139627	1150.812121	1139.790676	1155.675291	1121.791608	1129.557809	1135.288811	1138.556876	1129.709091	1102.588345	1132.782984	1123.988112	1112.081352	1149.034732	1115.996270	1116.516317	1151.440093	1136.551282	1104.771096	1110.819347	1131.489977	1117.008858	1135.160839	1132.019814	1157.013753
659.000000	1183.730536	1229.523543	1205.462005	1196.528904	1225.006993	1199.361072	1219.212821	1205.265501	1213.227739	1185.652214	1192.953613	1202.291841	1198.676923	1190.139627	1173.910956	1197.912821	1205.495338	1170.742191	1208.905128	1178.644056	1169.849650	1218.021212	1200.289977	1178.042657	1184.406993	1191.094872	1175.995338	1194.057343	1190.976457	1230.406993
660.000000	1246.620047	1285.055944	1251.113287	1268.641026	1286.800466	1243.369697	1277.041958	1281.791841	1269.466200	1251.621212	1259.027972	1273.468065	1267.652681	1247.601399	1248.063869	1265.624709	1289.586713	1237.356177	1267.383683	1252.289977	1236.961305	1276.885315	1256.116550	1248.294639	1249.660606	1259.861538	1236.373893	1255.414918	1243.780420	1286.454079
661.000000	1317.242424	1337.158508	1309.426573	1333.741259	1343.606061	1294.137529	1342.615385	1348.097902	1325.272727	1322.071795	1334.193473	1335.372960	1348.512821	1309.289044	1325.447552	1337.494172	1362.561772	1304.284382	1337.673660	1325.731935	1307.068998	1341.303030	1310.967366	1307.995338	1316.645688	1316.166434	1297.053613	1321.179487	1304.051748	1337.417249
662.000000	1388.797203	1394.930070	1379.533800	1395.794872	1415.664336	1356.790210	1410.559441	1401.923077	1392.510490	1386.703963	1401.864802	1406.268065	1425.668998	1373.606061	1397.209790	1406.363636	1443.386946	1383.116550	1402.708625	1397.741259	1372.664336	1400.023310	1368.186480	1380.899767	1392.589744	1368.960373	1361.834499	1381.983683	1345.405594	1385.235431
663.000000	1455.668998	1462.326340	1449.692308	1458.771562	1474.139860	1420.696970	1459.783217	1455.400932	1449.477855	1459.797203	1462.065268	1462.703963	1492.759907	1426.839161	1460.717949	1468.421911	1511.048951	1450.685315	1463.627040	1467.128205	1439.955711	1446.256410	1429.023310	1433.960373	1452.839161	1410.165501	1426.051282	1441.825175	1399.580420	1435.990676
664.000000	1536.939394	1540.811189	1518.881119	1527.093240	1516.354312	1481.389277	1509.937063	1499.475524	1509.797203	1512.347319	1529.692308	1508.417249	1533.216783	1479.503497	1520.184149	1519.696970	1564.153846	1498.897436	1514.487179	1525.405594	1503.079254	1500.988345	1470.930070	1485.706294	1506.435897	1468.298368	1490.916084	1501.890443	1469.643357	1482.682984
665.000000	1593.240093	1595.209790	1578.205128	1570.708625	1578.822844	1545.095571	1564.165501	1540.223776	1565.480186	1559.496503	1589.275058	1546.540793	1587.277389	1523.354312	1567.771562	1562.293706	1598.592075	1539.547786	1553.256410	1575.088578	1537.391608	1545.463869	1515.093240	1539.696970	1562.857809	1537.123543	1543.822844	1550.158508	1535.459207	1523.843823
666.000000	1634.319347	1635.184149	1634.090909	1606.675991	1628.349650	1605.983683	1597.417249	1585.174825	1612.270396	1600.839161	1631.351981	1587.515152	1614.433566	1577.391608	1606.694639	1600.403263	1625.701632	1576.242424	1579.773893	1600.435897	1575.923077	1584.860140	1555.636364	1572.967366	1594.379953	1582.009324	1589.806527	1588.023310	1588.207459	1564.167832
667.000000	1675.666667	1650.932401	1673.307692	1622.333333	1676.983683	1644.475524	1618.708625	1610.811189	1640.006993	1640.757576	1645.673660	1615.825175	1631.214452	1616.988345	1644.547786	1634.177156	1633.324009	1610.601399	1597.293706	1607.053613	1604.491841	1608.622378	1582.293706	1603.916084	1611.580420	1615.547786	1611.794872	1613.671329	1627.958042	1606.694639
668.000000	1682.296037	1664.421911	1686.356643	1645.102564	1684.391608	1670.585082	1637.624709	1627.193473	1650.240093	1649.568765	1665.025641	1647.913753	1646.407925	1651.543124	1647.389277	1661.699301	1640.675991	1630.505828	1608.351981	1614.745921	1618.102564	1627.594406	1615.188811	1617.088578	1618.536131	1639.662005	1636.958042	1618.913753	1656.790210	1627.135198
669.000000	1688.058275	1657.249417	1676.538462	1658.869464	1683.356643	1680.331002	1640.158508	1626.692308	1656.170163	1661.351981	1667.827506	1652.037296	1638.524476	1669.951049	1658.622378	1676.135198	1636.655012	1639.212121	1607.212121	1602.965035	1620.983683	1629.351981	1622.820513	1624.414918	1614.468531	1647.804196	1639.685315	1626.773893	1671.328671	1646.650350
670.000000	1674.277389	1657.722611	1660.587413	1663.962704	1667.032634	1668.857809	1636.620047	1626.000000	1654.174825	1639.738928	1658.606061	1646.212121	1618.389277	1663.193473	1649.510490	1672.487179	1616.454545	1632.934732	1590.473193	1587.554779	1615.326340	1616.083916	1611.650350	1623.389277	1600.361305	1644.825175	1631.834499	1617.181818	1651.025641	1652.006993
671.000000	1654.995338	1623.664336	1636.988345	1651.545455	1636.578089	1642.282051	1625.890443	1599.093240	1631.340326	1621.072261	1619.871795	1624.724942	1605.671329	1652.762238	1620.759907	1652.195804	1590.382284	1629.195804	1572.965035	1565.622378	1604.745921	1600.484848	1596.932401	1602.696970	1574.505828	1612.044289	1604.552448	1606.130536	1617.449883	1626.841492
672.000000	1618.214452	1583.834499	1596.256410	1625.198135	1615.083916	1606.386946	1603.519814	1562.289044	1605.902098	1593.512821	1566.079254	1602.284382	1574.249417	1619.855478	1576.417249	1616.310023	1569.088578	1610.307692	1538.193473	1526.027972	1589.829837	1559.461538	1569.354312	1576.254079	1542.501166	1564.792541	1558.247086	1578.132867	1571.032634	1590.680653
673.000000	1571.207459	1538.932401	1558.624709	1595.706294	1576.111888	1566.967366	1555.948718	1526.538462	1557.694639	1556.815851	1521.170163	1550.986014	1529.582751	1573.787879	1531.571096	1560.696970	1538.776224	1553.501166	1492.076923	1500.188811	1562.121212	1515.344988	1532.960373	1524.787879	1492.461538	1507.181818	1512.769231	1539.773893	1526.181818	1538.037296
674.000000	1517.109557	1489.599068	1501.480186	1548.452214	1521.510490	1506.692308	1506.797203	1469.167832	1500.757576	1494.482517	1475.501166	1489.235431	1471.818182	1514.179487	1477.303030	1495.596737	1495.538462	1500.918415	1434.069930	1460.435897	1516.501166	1471.839161	1473.209790	1465.655012	1444.554779	1456.946387	1467.967366	1491.568765	1480.930070	1476.613054
675.000000	1447.034965	1418.792541	1433.720280	1472.372960	1457.867133	1439.729604	1453.855478	1414.862005	1423.906760	1433.717949	1415.284382	1420.002331	1416.599068	1427.545455	1419.596737	1406.312354	1428.609324	1430.491841	1362.538462	1417.184149	1453.745921	1413.191142	1406.813520	1404.890443	1386.890443	1392.466200	1406.662005	1426.199534	1418.925408	1410.325408
676.000000	1373.710490	1332.114219	1371.507226	1395.808858	1383.665268	1373.786014	1378.606993	1351.855944	1349.885781	1367.728205	1348.558042	1349.002797	1337.685781	1347.328671	1353.946387	1316.495571	1350.449883	1350.998135	1293.686247	1356.780886	1387.917483	1354.793939	1328.724942	1331.706294	1315.038695	1319.209324	1346.331002	1350.387179	1341.445688	1333.172261
677.000000	1306.535897	1263.491375	1297.128438	1300.164569	1305.470163	1284.590210	1302.167366	1275.192774	1259.626340	1293.216317	1284.523543	1270.618415	1263.870862	1265.271329	1286.615385	1227.105594	1264.556177	1273.346620	1228.326807	1282.067133	1296.901166	1274.322378	1244.149883	1261.501166	1247.765734	1242.125641	1277.482751	1266.455012	1267.062005	1254.610256
678.000000	1219.345921	1190.035897	1212.512587	1209.104895	1205.577622	1199.906527	1227.439161	1188.719347	1193.383217	1206.009324	1219.915152	1191.177622	1189.538695	1184.796270	1195.535897	1154.655944	1187.459907	1188.946387	1162.749417	1197.357343	1196.565734	1191.255944	1171.835664	1193.464802	1170.181585	1161.546387	1207.910256	1181.135897	1194.043823	1171.754545
679.000000	1134.720047	1119.704662	1135.654312	1122.596737	1112.110256	1121.013986	1142.729371	1104.356410	1125.505128	1125.777855	1144.685548	1104.449883	1099.337063	1099.550350	1111.623077	1082.632168	1108.402797	1108.664103	1089.957110	1105.813986	1105.444988	1114.076923	1089.127739	1120.075524	1092.925641	1086.944988	1130.603963	1101.168531	1122.818415	1104.247552
680.000000	1052.475291	1051.729371	1056.845455	1036.970862	1026.003963	1040.363403	1064.808625	1024.968065	1056.282984	1036.059674	1057.232634	1024.139627	1018.776923	1012.401399	1023.264103	1009.047552	1018.120979	1033.105594	1012.095804	1017.545455	1016.748951	1033.196737	1004.630769	1052.470163	1023.144988	1015.874825	1055.154079	1026.795571	1039.632867	1043.155478
681.000000	978.876923	974.556177	969.005828	961.038228	946.063869	961.045221	984.132634	958.489044	984.304429	966.673193	958.600466	952.881818	947.535198	936.913287	938.844522	942.098368	947.968765	962.751049	941.597669	939.491841	940.392541	958.238462	934.266667	967.784382	949.595571	944.942657	967.044056	955.641958	963.463636	963.161538
682.000000	908.909790	909.153846	886.279720	893.154312	889.820047	889.679953	909.493007	887.596970	907.569464	896.641958	880.014452	889.046387	869.659674	869.303497	865.390676	880.503730	878.559674	882.262937	868.091841	858.677622	878.786713	890.187879	865.903730	887.159441	876.196737	879.156876	881.701399	880.987879	891.707459	897.996037
683.000000	836.372494	841.916084	819.569697	831.459674	829.087179	833.883916	835.532168	834.960606	836.540559	830.458508	810.141026	821.187179	811.515152	804.876224	805.962005	819.502331	817.202331	808.623310	807.623543	796.903263	815.833566	830.744289	807.604196	809.325175	807.758508	820.295105	814.041492	818.637995	816.254312	832.282051
684.000000	771.096737	778.046853	757.935431	772.507925	769.686014	777.802098	769.740793	780.030303	774.899767	769.915618	742.755012	757.050816	753.550350	751.197203	750.553147	765.252214	754.499068	762.375058	752.006993	742.339161	750.851515	772.212821	753.031002	739.059907	748.825641	767.697902	761.155012	760.488345	754.191142	772.919814
685.000000	715.708159	717.752914	699.827972	717.278322	714.083217	722.544755	714.529138	731.141725	715.233333	722.786946	682.401865	700.896037	702.499068	699.290443	703.208858	701.457110	696.614685	704.226573	697.453380	700.712121	697.687879	717.023077	699.168765	683.435431	691.690443	711.364569	708.617016	703.284848	694.983450	720.532168
686.000000	668.610256	665.517249	653.824709	674.475058	665.361305	677.051981	665.259207	678.735198	666.155478	671.390210	641.288345	648.427739	652.730303	654.750350	653.068998	651.823776	638.751748	650.856876	656.897203	662.408392	653.696737	673.270862	646.472960	634.265734	649.601399	662.671562	661.289744	649.005361	639.593240	666.663869
687.000000	617.255711	622.854545	607.287879	618.795105	621.108625	625.469231	620.571562	633.053846	616.537296	626.947319	604.932634	604.114452	607.662937	613.926107	611.600699	605.644056	591.303730	609.227040	618.282751	620.613753	604.499767	626.231469	599.738695	598.234965	607.940093	611.952681	609.631935	601.859907	597.988345	620.612354
688.000000	578.328205	575.639860	567.207692	572.609091	574.784382	578.128438	583.192075	582.982517	587.689977	580.771562	564.394872	563.901166	564.900932	577.869464	564.459907	572.988578	555.969930	570.353380	586.643124	576.787646	560.225641	584.237296	569.459907	564.282051	567.638695	573.208858	567.631702	564.977156	559.265967	582.190909
689.000000	544.582051	541.838695	530.035897	531.197203	537.155245	543.631002	544.448019	540.170629	547.758741	538.486247	530.068998	530.450583	526.889510	536.240559	524.223310	540.304196	526.712587	541.406527	549.807459	545.993706	524.595338	551.928205	536.155944	526.894639	532.728438	535.270163	533.100000	537.667832	529.819347	548.893007
690.000000	515.709557	507.214918	492.481585	492.836597	506.190676	509.159674	512.743357	503.237762	511.576690	504.658974	495.449650	501.118881	497.733566	501.353613	488.241725	508.382984	500.726340	507.980653	514.333566	513.623310	494.846853	511.259907	502.290210	495.295105	504.572727	501.193473	496.969464	508.657809	498.190443	510.308625
691.000000	493.916783	480.012354	463.081585	469.465268	475.277156	474.775058	483.930536	474.388345	476.510490	469.934732	470.075758	474.359441	469.068998	470.271562	461.140326	477.782051	481.669697	479.054079	481.700000	489.284848	468.410956	474.478089	477.533100	468.054312	480.016550	467.289510	464.352914	480.482751	471.358508	479.488345
692.000000	468.147086	458.207925	440.751748	449.617249	448.172727	442.891375	456.544988	445.059674	440.460839	440.598135	443.496037	452.460373	442.084615	447.980420	437.317249	448.609557	455.459674	450.338695	452.704662	461.601166	447.086247	445.043357	452.779021	445.110256	454.004662	439.044289	439.000466	454.336597	440.203497	453.875991
693.000000	440.340559	437.983916	420.413986	429.875291	421.529837	416.828438	432.728438	420.928438	415.155478	418.223776	417.186713	426.923543	423.945455	423.598368	417.986713	420.117483	432.914452	426.830303	430.593706	438.172028	422.226573	414.709324	435.484615	423.888811	433.284149	413.690676	423.320979	431.257110	415.027040	428.777622
694.000000	421.344522	415.749417	407.631235	408.990909	401.018182	398.086480	410.435198	397.925874	393.760606	395.716084	398.034965	404.482051	405.981818	409.656643	399.137762	397.262238	412.364802	406.908858	406.154545	417.992075	399.848485	393.421678	418.385315	405.648485	409.344056	393.446620	409.270396	405.607459	394.911422	405.688578
695.000000	402.250117	398.279487	393.875524	394.940093	385.528205	380.791375	391.516317	378.758042	375.098135	379.900000	379.493706	383.537529	393.044289	392.549184	382.851282	375.811888	395.162704	385.976457	380.460606	402.203030	381.962471	376.625641	399.982751	385.189510	390.825408	376.662937	395.616317	384.186946	379.547319	384.689744
696.000000	386.478555	388.339860	380.851049	378.735198	371.691608	366.706760	375.580653	364.123077	359.334033	368.672261	362.686946	365.603030	378.672261	373.847086	368.594639	364.854545	374.475058	369.104895	360.444988	382.367366	370.935897	361.078788	380.329138	363.525874	374.573660	356.592774	378.417249	367.523543	366.960839	367.463636
697.000000	362.328904	371.720047	366.390210	363.492541	361.126107	352.648718	360.194172	357.215851	341.380653	358.775291	346.329138	349.991375	359.349184	356.906993	358.170396	351.943590	351.161772	353.962005	344.970629	360.045455	361.158275	349.873427	362.281352	348.878322	358.385315	347.498368	360.304662	353.633100	352.911655	351.556410
698.000000	348.469930	352.606061	355.606294	352.318648	344.856177	341.913986	350.896970	342.364336	331.436830	350.021212	332.186946	337.850117	340.628205	342.701166	346.718881	339.443590	335.057343	339.838695	329.563170	342.585548	352.532867	339.324476	352.892774	335.642657	347.383916	342.872960	349.215618	343.721678	338.737296	338.584848
699.000000	338.057809	334.876457	342.712354	337.408392	332.531235	333.670396	340.070396	328.479021	319.905361	334.493939	325.345455	326.229837	325.757343	329.768298	334.081352	332.310956	324.251748	328.603963	318.205828	327.718648	340.627739	330.175991	337.033100	322.069930	337.249417	335.301865	338.179021	335.820513	325.089044	326.344755
700.000000	330.641958	320.601632	332.125175	322.375058	320.786480	321.160606	330.230769	319.744056	313.523776	325.154079	320.704429	315.583916	316.584848	322.027972	323.685781	324.844289	316.920979	314.660373	312.684615	312.507692	330.673427	319.820513	319.860606	312.437529	326.363869	324.792308	321.017483	322.783683	313.651282	313.581585
701.000000	321.813986	307.544522	323.490676	311.843823	307.904662	309.547786	318.851515	311.585781	308.490909	314.523310	315.911422	309.926340	307.766900	315.907459	314.861538	315.214219	307.177389	309.939627	306.924242	304.000466	317.104662	311.934499	308.086247	303.049184	317.575991	314.074825	306.915152	314.261772	304.773427	304.775058
702.000000	312.072727	300.268531	314.500233	301.434499	296.370396	299.269464	310.255245	299.448951	303.160839	304.963170	306.696737	300.696970	300.592075	307.610023	306.340559	304.716084	293.356410	301.812821	302.580653	294.496270	306.125408	301.937296	300.500932	297.625408	306.740093	309.054312	295.537529	300.711655	294.780186	294.870396
703.000000	302.715152	297.740559	304.103030	291.511655	287.210723	288.985315	302.505361	290.379254	297.272028	293.701166	302.412821	288.675758	294.222378	295.936131	297.091375	293.639627	286.201865	294.634965	296.602564	291.281119	296.237063	294.065501	298.345455	288.209324	300.611655	300.218648	288.963869	291.545688	285.404895	290.094639
704.000000	296.939627	292.900699	294.865967	279.901865	278.538228	280.893240	290.879254	283.251981	295.188345	285.287179	295.959441	279.517949	286.835431	285.338228	286.894406	284.311888	280.689277	285.677389	291.179021	287.842657	283.349184	288.574126	289.651282	283.280653	285.570163	287.870396	280.689744	282.225175	278.964802	284.017483
705.000000	287.875291	285.496970	283.631469	278.261072	272.306760	272.086014	280.393939	276.685315	287.645921	275.438928	283.379953	273.784615	280.468065	271.614452	277.403497	274.210956	278.311888	279.683217	279.872261	285.204662	271.833333	281.576457	280.522844	277.689044	273.534965	276.354079	274.580653	279.632401	270.869930	276.944056
706.000000	279.344988	279.535198	270.987413	270.844755	267.404662	262.905128	271.098601	269.778788	278.219114	269.452214	273.636597	269.110256	271.514452	262.790676	268.124476	264.746154	274.913520	271.988345	274.456643	278.328438	267.926107	273.658974	272.876457	273.769930	265.534732	261.641725	267.303497	274.541725	260.026573	267.305128
707.000000	269.534266	272.843590	260.308392	267.084149	265.610723	256.865035	260.957576	264.412821	268.732867	265.555711	264.527739	261.078322	261.326807	257.169464	259.758508	257.067133	267.707925	264.949417	263.574825	273.573893	264.436364	265.980653	266.903963	269.848019	260.584382	255.387413	261.207692	265.517949	253.619814	259.734033
708.000000	259.309557	261.179953	252.571795	259.684848	260.133333	253.438462	253.853147	258.379254	261.488112	263.356643	255.611655	253.444289	254.600233	254.897436	253.612821	249.328671	262.488345	258.572261	251.479254	272.245221	261.155711	257.892541	259.348252	265.212354	258.086713	249.095571	258.127040	256.457343	246.402797	253.882517
709.000000	252.861305	251.649417	245.313753	251.702797	256.595105	248.674592	246.071329	250.434499	253.868298	254.431702	250.263636	249.317483	250.218881	249.252914	244.128904	250.420280	255.111888	253.042191	245.808392	264.557576	255.428438	251.086014	252.830769	256.265501	254.024009	243.966434	254.594172	245.550117	240.606993	250.531002
710.000000	246.639860	243.264103	240.821212	244.262471	250.107925	242.359674	243.524009	243.597203	248.995338	248.867133	241.810956	245.378788	247.272494	246.598135	241.656876	246.219814	248.564336	241.801632	240.967832	257.612121	247.512121	242.594872	247.627739	247.826573	249.711189	238.693706	248.972494	236.448252	237.071562	246.976224
711.000000	239.929138	236.373660	231.110256	236.120047	244.583450	235.250117	241.360140	235.246620	244.504429	244.289044	235.514685	242.520979	246.473893	241.790909	237.774592	238.614685	241.176457	236.230303	231.117716	247.942191	239.505361	239.982051	244.897436	242.261772	246.109557	234.840559	245.512121	228.979487	229.843124	240.565268
712.000000	234.137995	231.779021	226.844056	231.201399	237.855245	234.308625	237.631702	226.186946	236.062471	238.671096	232.228438	234.539161	242.131469	236.263869	237.879720	233.800000	231.353380	229.197436	226.292541	235.452214	233.471329	231.946620	242.101166	236.455012	239.399068	236.141026	239.206527	220.571795	223.393706	238.598601
713.000000	226.955478	231.028205	223.125641	229.626107	231.518182	231.789744	234.731002	222.375058	229.386014	229.330303	227.703963	224.447552	239.332168	230.627040	234.348718	229.218881	225.016317	222.104895	221.967133	227.225641	225.704196	226.582051	233.254079	230.538928	234.482751	234.697902	234.021445	216.597436	220.402564	235.683916
714.000000	222.820746	226.643124	218.047552	225.671562	226.300000	228.151049	227.272960	219.224476	224.084382	219.701865	223.266200	218.192774	229.821445	223.997436	226.105361	223.932867	220.445688	215.780653	216.128671	219.803030	218.096037	219.833800	219.716317	225.677389	226.303730	228.993240	228.172727	216.117016	219.862937	233.204895
715.000000	219.517483	223.492308	215.531469	223.941259	221.332867	218.984848	219.819580	212.705128	214.052681	209.172727	216.320280	214.112587	219.503730	215.393706	217.933333	216.662238	215.618881	210.642890	212.283683	211.807459	209.193939	212.107925	209.953380	221.544289	217.155944	223.372028	223.707459	217.268765	215.750583	231.951282
716.000000	215.985082	219.968065	208.819114	217.377156	218.203263	210.845921	209.987646	207.468765	208.388578	204.577156	213.278089	207.427739	208.431235	211.952681	211.334499	206.569464	212.605828	201.317949	212.777855	200.207459	204.600699	204.285548	201.941259	216.186014	211.172261	211.902797	215.502098	215.708625	212.217483	224.113520
717.000000	213.905594	217.518648	204.734965	209.781119	213.070396	207.195105	205.252914	203.262005	203.875291	200.583683	207.937529	200.974825	202.997203	208.853380	207.244522	203.541958	205.542657	194.821911	207.971562	194.005594	199.479487	201.635664	196.250583	207.949650	202.436597	206.440093	204.623077	209.062005	208.844289	219.108159
718.000000	208.473893	209.288811	202.972960	204.784149	205.720979	203.078555	204.906760	201.677389	198.105828	193.915385	201.592774	197.817016	198.876224	205.368998	198.278089	198.510723	201.433566	187.947786	202.816317	186.794172	196.399767	201.325641	188.979720	197.732168	197.780653	200.072028	196.609091	205.409790	206.630070	211.044289
719.000000	202.005594	202.318648	205.243357	196.647086	201.635664	195.896270	198.557343	197.337063	194.757576	187.431235	192.262704	191.551981	197.148951	197.421445	191.584615	195.409091	193.397902	185.673427	195.822145	181.838228	193.319114	198.499068	185.511888	191.269231	192.361305	191.001166	191.447786	201.798368	199.615618	204.286014
720.000000	195.390443	198.856643	200.433800	189.610956	192.042657	186.591375	196.488578	190.454312	189.821911	182.130536	182.755944	184.131702	192.790909	190.793007	186.842191	187.516550	187.183683	181.214685	190.411422	178.775991	188.467599	193.651748	186.192308	187.524942	186.180886	182.118415	188.061772	199.180420	191.092308	196.076923
721.000000	189.840793	194.334033	193.022378	181.361072	184.941725	179.198368	190.312121	182.273660	184.446154	179.455944	175.379487	178.531002	190.945455	180.408159	183.149184	180.089744	185.989977	179.876457	184.179953	176.842890	181.786480	190.033566	186.643124	186.573660	183.920513	172.544755	182.760140	191.669464	179.105594	187.861772
722.000000	185.191841	185.939627	187.706294	175.522844	181.268531	177.497436	184.822611	175.592075	177.616317	175.013054	170.049417	175.154079	186.506294	173.296970	181.676690	175.881352	179.196270	179.947319	182.351748	174.427972	177.853380	182.040559	186.348951	181.142424	180.327972	170.547319	176.113520	182.469231	170.249417	183.669231
723.000000	177.803263	181.762238	183.127506	173.279021	174.146387	174.885315	179.449184	169.268998	174.150816	168.526807	163.227506	171.943823	181.808625	169.654779	177.154545	170.127972	175.695804	177.489044	177.435664	175.627273	175.152681	174.135198	183.556876	177.717483	179.213054	167.508625	173.268765	176.025641	165.445221	177.874825
724.000000	173.297436	175.978322	176.096737	169.466667	172.454079	168.857576	175.359674	163.598601	169.480653	163.253380	157.717249	170.570163	173.841492	162.731702	166.444988	163.981818	168.721911	171.793939	168.762238	173.553380	173.800699	165.526573	175.201632	170.702797	179.441492	164.685082	172.033566	171.499068	160.707226	173.260140
725.000000	169.378555	173.195105	168.898368	164.281119	165.930536	166.099767	167.397902	158.009324	162.233566	160.691375	153.700932	170.133566	164.830303	158.139394	161.418648	158.941958	163.637529	165.479254	167.456876	167.937529	166.904196	158.715385	171.392541	164.102797	175.587646	163.351981	171.371562	166.114685	154.552681	168.856643
726.000000	161.898601	169.507226	157.500932	156.894639	162.400932	162.790909	160.292308	154.665501	155.546620	156.893240	151.360606	167.303030	154.306061	154.102564	159.316317	154.381352	159.325874	159.884149	166.150816	163.948718	162.630769	154.377622	164.973193	158.222378	171.015152	157.782751	168.776457	161.211422	150.327506	161.755944
727.000000	155.024242	165.936830	148.949184	149.484615	154.710256	162.860373	159.966434	153.198601	150.370629	152.417483	151.233566	162.743590	149.721911	148.139627	155.423077	154.941492	153.673660	150.490443	161.950583	162.166434	157.313753	152.404196	159.322145	153.488811	164.913520	153.786480	161.762471	154.414685	148.291142	154.222145
728.000000	145.783217	157.877156	142.883450	145.022611	146.885548	156.255245	160.899068	151.110723	145.709324	145.680186	144.954545	156.553147	148.401865	144.219347	147.182751	151.286247	152.106993	145.627040	155.535198	153.918182	154.278555	149.223776	151.391841	147.379720	155.368998	149.078089	157.458508	150.457110	146.367366	146.301865
729.000000	137.116317	148.381352	140.759207	140.257576	141.534732	148.485548	152.909557	148.399068	140.857576	141.878089	139.393473	146.069697	144.454779	141.576224	143.969930	147.081818	144.950583	142.931002	149.048485	148.146620	150.003263	144.587646	145.759674	146.816550	148.634033	143.665268	153.444289	149.894406	140.856643	140.664336
730.000000	132.811189	143.113986	132.252681	136.958275	136.283217	139.015851	147.860140	140.369697	133.634033	137.702331	134.489977	141.183683	138.788811	137.199301	141.183683	142.156410	142.084848	138.900000	142.079487	144.576457	143.651049	136.073660	141.478089	141.534499	140.049417	140.949417	151.568298	146.103730	135.858042	134.941492
731.000000	130.520653	135.184149	129.368298	134.945455	130.931002	128.965734	138.454545	133.299534	129.739161	134.388112	132.204662	136.243590	137.517716	132.934266	139.527273	137.878322	137.536597	134.784149	134.959674	144.117716	135.559441	131.865035	136.337762	135.931235	135.473193	136.018415	144.676923	140.789044	130.383450	131.299068
732.000000	126.932191	125.482751	126.844522	131.900093	129.249883	123.000932	133.265501	129.880886	127.943869	129.607692	129.254079	132.014918	134.629184	128.725641	135.477855	131.171562	131.869930	131.628671	127.457110	139.917622	130.651515	128.188112	132.820746	130.797902	129.239860	134.259207	140.413613	132.951049	127.209231	126.885315
733.000000	121.660420	119.003497	125.468531	130.416177	123.662704	119.978788	126.817296	124.040093	122.455058	124.421445	125.638462	128.749650	128.701795	125.635664	128.528042	125.367366	126.962354	126.776923	123.414685	135.241585	126.526573	121.684149	128.038788	129.185268	125.108625	130.920280	134.939720	127.906061	121.212238	123.260932
734.000000	118.272727	113.404196	126.500699	127.422471	121.836364	115.200000	122.636527	118.911422	118.758695	120.501166	119.056294	125.762238	122.705175	119.321865	118.910909	118.200233	118.532634	121.193473	117.824942	125.312867	122.273147	116.924709	120.058578	123.949114	120.551515	131.198275	129.927599	124.358928	115.465431	119.193869
